hostname,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_lum,st_lumerr1,st_lumerr2,st_lumlim,st_logg,st_loggerr1,st_loggerr2,st_logglim
WASP-100,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,6900.0,120.0,-120.0,0.0,1.57,0.16,-0.16,0.0,0.77,0.42,-0.42,0.0,-0.03,,,0.0,[Fe/H],,,,,4.35,0.17,-0.17,0.0
HAT-P-49,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,6820.0,52.0,-52.0,0.0,2.06,0.23,-0.23,0.0,2.22,0.83,-0.83,0.0,0.07,,,0.0,[Fe/H],,,,,4.1,0.04,-0.04,0.0
K2-63,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,,6771.0,303.0,-303.0,0.0,1.63,0.48,-0.48,0.0,1.4,0.25,-0.25,0.0,,,,,,,,,,4.15,0.19,-0.19,0.0
KELT-7,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,6768.0,7.0,-7.0,0.0,1.81,0.07,-0.07,0.0,1.76,0.25,-0.25,0.0,0.0,,,0.0,[Fe/H],,,,,4.5,,,0.0
CoRoT-3,<a refstr=DELEUIL_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008A&A...491..889D/abstract target=ref> Deleuil et al. 2008 </a>,F3 V,6740.0,140.0,-140.0,0.0,1.56,0.09,-0.09,0.0,1.37,0.09,-0.09,0.0,,,,,,,,,,4.22,0.07,-0.07,0.0
Kepler-340,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,6620.0,376.0,-376.0,0.0,1.85,0.416,-0.416,0.0,,,,,,,,,,,,,,4.063,0.15,-0.15,0.0
WASP-66,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,6600.0,150.0,-150.0,0.0,1.76,0.35,-0.35,0.0,1.33,0.83,-0.83,0.0,-0.31,,,0.0,[Fe/H],,,,,4.3,0.2,-0.2,0.0
HAT-P-14,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,6600.0,90.0,-90.0,0.0,1.82,0.15,-0.15,0.0,2.65,0.73,-0.73,0.0,0.11,,,0.0,[Fe/H],,,,,4.25,0.03,-0.03,0.0
HAT-P-6,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,6570.0,80.0,-80.0,0.0,1.62,0.17,-0.17,0.0,1.79,0.6,-0.6,0.0,-0.13,,,0.0,[Fe/H],,,,,4.22,0.03,-0.03,0.0
HAT-P-56,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,6566.0,50.0,-50.0,0.0,1.47,0.11,-0.11,0.0,1.42,0.33,-0.33,0.0,0.0,,,0.0,[Fe/H],,,,,3.39,0.19,-0.19,0.0
WASP-17,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,6550.0,100.0,-100.0,0.0,1.49,0.19,-0.19,0.0,2.28,0.99,-0.99,0.0,-0.25,,,0.0,[Fe/H],,,,,4.2,0.2,-0.2,0.0
HD 106906,<a refstr=BAILEY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...780L...4B/abstract target=ref> Bailey et al. 2014 </a>,F5 V,6516.0,165.0,-165.0,0.0,,,,,1.5,0.1,-0.1,0.0,,,,,,0.75,0.06,-0.06,0.0,,,,
Kepler-372,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,6509.0,200.0,-200.0,0.0,1.137,0.488,-0.488,0.0,,,,,,,,,,,,,,4.405,0.3,-0.3,0.0
DMPP-2,<a refstr=HASWELL_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020NatAs...4..408H/abstract target=ref>Haswell et al. 2020</a>,F5 V,6500.0,100.0,-100.0,0.0,1.78,0.09,-0.09,0.0,1.44,0.03,-0.03,0.0,,,,,,0.1038,0.05153,-0.05848,0.0,4.1,0.04,-0.04,0.0
WASP-82,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,6480.0,90.0,-90.0,0.0,2.1,0.16,-0.16,0.0,1.48,0.37,-0.37,0.0,0.12,,,0.0,[Fe/H],,,,,3.96,0.03,-0.03,0.0
WASP-14,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,6475.0,100.0,-100.0,0.0,1.4,0.08,-0.08,0.0,1.62,0.39,-0.39,0.0,0.0,,,0.0,[Fe/H],,,,,4.07,0.2,-0.2,0.0
WASP-87,<a refstr=ADDISON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...823...29A/abstract target=ref>Addison et al. 2016</a>,,6450.0,120.0,-120.0,0.0,1.627,0.062,-0.062,0.0,1.204,0.093,-0.093,0.0,,,,,,,,,,,,,
HAT-P-33,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,6446.0,88.0,-88.0,0.0,1.79,0.48,-0.48,0.0,1.82,1.45,-1.45,0.0,0.05,,,0.0,[Fe/H],,,,,4.15,0.01,-0.01,0.0
HAT-P-34,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,,6442.0,88.0,-88.0,0.0,1.53,0.14,-0.1,0.0,1.392,0.047,-0.047,0.0,0.22,0.04,-0.04,0.0,,,,,,,,,
Kepler-320,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,6435.0,200.0,-200.0,0.0,1.108,0.519,-0.519,0.0,,,,,,,,,,,,,,4.419,0.3,-0.3,0.0
WASP-88,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,6430.0,130.0,-130.0,0.0,1.8,0.26,-0.26,0.0,0.94,0.42,-0.42,0.0,-0.08,,,0.0,[Fe/H],,,,,3.96,0.04,-0.04,0.0
XO-3,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,6429.0,50.0,-50.0,0.0,1.54,0.11,-0.11,0.0,0.58,0.14,-0.14,0.0,-0.18,,,0.0,[Fe/H],,,,,3.95,0.06,-0.06,0.0
PH1,<a refstr=SCHWAMB_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...768..127S/abstract target=ref> Schwamb et al. 2013 </a>,F,6407.0,150.0,-150.0,0.0,1.734,0.044,-0.044,0.0,1.528,0.087,-0.087,0.0,0.21,0.08,-0.08,0.0,[Fe/H],,,,,4.14,,,0.0
Kepler-394,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,6402.0,200.0,-200.0,0.0,1.132,0.58,-0.58,0.0,,,,,,,,,,,,,,4.408,0.3,-0.3,0.0
WASP-3,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,6400.0,100.0,-100.0,0.0,1.44,0.12,-0.12,0.0,1.62,0.53,-0.53,0.0,0.0,,,0.0,[Fe/H],,,,,4.25,0.05,-0.05,0.0
XO-4,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,6397.0,70.0,-70.0,0.0,1.45,0.09,-0.09,0.0,1.1,0.22,-0.22,0.0,-0.04,,,0.0,[Fe/H],,,,,4.18,0.03,-0.03,0.0
HAT-P-41,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,6390.0,100.0,-100.0,0.0,2.05,0.5,-0.5,0.0,2.56,1.9,-1.9,0.0,0.21,,,0.0,[Fe/H],,,,,4.14,0.02,-0.02,0.0
HAT-P-7,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,6389.0,17.0,-17.0,0.0,2.0,0.28,-0.28,0.0,1.56,0.68,-0.68,0.0,0.26,,,0.0,[Fe/H],,,,,4.07,0.06,-0.06,0.0
WASP-101,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,6380.0,120.0,-120.0,0.0,1.31,0.08,-0.08,0.0,1.41,0.3,-0.3,0.0,0.2,,,0.0,[Fe/H],,,,,4.31,0.08,-0.08,0.0
HAT-P-2,<a refstr=MENT_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..213M/abstract target=ref>Ment et al. 2018</a>,F8,6380.0,,,0.0,1.39,0.09,-0.09,0.0,1.33,0.03,-0.03,0.0,0.18,,,0.0,[Fe/H],0.53,0.08,-0.08,0.0,,,,
HAT-P-24,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,6373.0,80.0,-80.0,0.0,1.38,0.22,-0.22,0.0,1.37,0.69,-0.69,0.0,-0.16,,,0.0,[Fe/H],,,,,4.27,0.04,-0.04,0.0
TOI-3353,<a refstr=HORD_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167..233H/abstract target=ref>Hord et al. 2024</a>,,6365.0,,,0.0,1.0207,,,0.0,1.332089,,,0.0,,,,,,,,,,4.54516,,,0.0
Kepler-279,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,6363.0,259.0,-259.0,0.0,1.746,0.315,-0.315,0.0,,,,,,,,,,,,,,4.051,0.15,-0.15,0.0
Kepler-193,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,6335.0,200.0,-200.0,0.0,1.147,0.515,-0.515,0.0,,,,,,,,,,,,,,4.403,0.3,-0.3,0.0
30 Ari B,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,6331.0,61.0,-61.0,0.0,1.41,0.05,-0.05,0.0,1.93,0.27,-0.27,0.0,0.19,,,0.0,[Fe/H],,,,,4.43,0.05,-0.05,0.0
HAT-P-57,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,6330.0,124.0,-124.0,0.0,1.85,0.39,-0.39,0.0,2.77,1.74,-1.74,0.0,-0.25,,,0.0,[Fe/H],,,,,4.25,0.02,-0.02,0.0
KELT-2 A,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,6327.0,80.0,-80.0,0.0,1.93,0.1,-0.1,0.0,1.54,0.28,-0.28,0.0,0.0,,,0.0,[Fe/H],,,,,4.5,,,0.0
Kepler-385,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,6326.0,250.0,-250.0,0.0,1.126,0.564,-0.564,0.0,,,,,,,,,,,,,,4.412,0.3,-0.3,0.0
Kepler-21,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,,6305.0,50.0,-50.0,0.0,1.902,0.018,-0.012,0.0,1.408,0.021,-0.03,0.0,-0.03,0.1,-0.1,0.0,[Fe/H],,,,,,,,
KELT-3,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,6304.0,49.0,-49.0,0.0,1.7,0.12,-0.12,0.0,1.96,0.5,-0.5,0.0,0.05,,,0.0,[Fe/H],,,,,4.2,0.03,-0.03,0.0
HAT-P-30,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,6304.0,88.0,-88.0,0.0,1.31,0.13,-0.13,0.0,1.55,0.51,-0.51,0.0,0.13,,,0.0,[Fe/H],,,,,4.36,0.3,-0.3,0.0
WASP-15,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,6300.0,100.0,-100.0,0.0,1.48,0.38,-0.38,0.0,1.18,0.93,-0.93,0.0,-0.17,,,0.0,[Fe/H],,,,,4.35,0.15,-0.15,0.0
Kepler-1666,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,6293.0,123.0,-123.0,0.0,1.14586,,,0.0,1.23,,,0.0,,,,,,0.26839,,,0.0,4.40971,,,0.0
K2-61,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,,6293.0,338.0,-338.0,0.0,1.36,0.41,-0.41,0.0,1.21,0.22,-0.22,0.0,,,,,,,,,,4.25,0.2,-0.2,0.0
HD 89744,<a refstr=WITTENMYER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.484.5859W/abstract target=ref>Wittenmyer et al. 2019</a>,,6291.0,,,0.0,,,,,1.86,,,0.0,,,,,,,,,,4.07,,,0.0
HD 132563,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,6289.0,128.13,-128.13,0.0,1.29577,0.070685,-0.043737,0.0,1.231,0.21701,-0.152453,0.0,,,,,,0.37408,0.01905,-0.01378,0.0,4.30327,0.075855,-0.089904,0.0
Kepler-168,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,6282.0,200.0,-200.0,0.0,1.107,0.496,-0.496,0.0,,,,,,,,,,,,,,4.422,0.3,-0.3,0.0
TOI-907,<a refstr=HORD_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167..233H/abstract target=ref>Hord et al. 2024</a>,,6272.0,,,0.0,2.059789,,,0.0,1.069357,,,0.0,,,,,,,,,,3.8399,,,0.0
K2-46,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,,6256.0,37.0,-37.0,0.0,1.29,0.12,-0.12,0.0,0.96,0.02,-0.02,0.0,,,,,,,,,,4.198,0.073,-0.073,0.0
WASP-72,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,6250.0,100.0,-100.0,0.0,2.18,0.29,-0.29,0.0,2.78,1.28,-1.28,0.0,-0.06,,,0.0,[Fe/H],,,,,4.09,0.05,-0.05,0.0
WASP-61,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,6250.0,150.0,-150.0,0.0,1.55,0.24,-0.24,0.0,1.82,0.85,-0.85,0.0,-0.1,,,0.0,[Fe/H],,,,,4.26,0.01,-0.01,0.0
Kepler-182,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,6250.0,200.0,-200.0,0.0,1.146,0.512,-0.512,0.0,,,,,,,,,,,,,,4.401,0.3,-0.3,0.0
HD 33564,<a refstr=GALLAND_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005A&A...444L..21G/abstract target=ref> Galland et al. 2005 </a>,F6 V,6250.0,,,0.0,,,,,1.25,0.03,-0.04,0.0,-0.12,,,0.0,[Fe/H],,,,,4.0,,,0.0
Kepler-359,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,6248.0,250.0,-250.0,0.0,1.086,0.503,-0.503,0.0,,,,,,,,,,,,,,4.429,0.3,-0.3,0.0
HD 60532,<a refstr=BORGNIET_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...599A..57B/abstract target=ref>Borgniet et al. 2017</a>,,6245.0,80.0,-80.0,0.0,2.57,0.12,-0.12,0.0,1.5,0.09,-0.09,0.0,-0.26,,,0.0,[Fe/H],,,,,3.8,0.07,-0.07,0.0
Kepler-126,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,6239.0,94.0,-94.0,0.0,1.358,0.024,-0.024,0.0,,,,,,,,,,,,,,4.247,0.036,-0.036,0.0
HD 212301,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,6239.0,24.0,-24.0,0.0,1.16,0.02,-0.02,0.0,1.55,0.16,-0.16,0.0,0.18,,,0.0,[Fe/H],,,,,4.5,0.04,-0.04,0.0
WASP-62,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,6230.0,80.0,-80.0,0.0,1.23,0.08,-0.08,0.0,1.11,0.25,-0.25,0.0,0.04,,,0.0,[Fe/H],,,,,4.45,0.1,-0.1,0.0
HIP 41378,<a refstr=BERARDO_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..185B/abstract target=ref>Berardo et al. 2019</a>,,6226.0,43.0,-43.0,0.0,1.343,0.032,-0.032,0.0,1.168,0.072,-0.072,0.0,,,,,,,,,,,,,
Kepler-234,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,6224.0,200.0,-200.0,0.0,1.113,0.495,-0.495,0.0,,,,,,,,,,,,,,4.421,0.3,-0.3,0.0
Kepler-366,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,6209.0,200.0,-200.0,0.0,1.048,0.47,-0.47,0.0,,,,,,,,,,,,,,4.452,0.3,-0.3,0.0
TrES-4,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,6200.0,75.0,-75.0,0.0,1.66,0.19,-0.19,0.0,1.08,0.38,-0.38,0.0,0.14,,,0.0,[Fe/H],,,,,4.06,0.02,-0.02,0.0
HAT-P-8,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,6200.0,80.0,-80.0,0.0,1.57,0.15,-0.15,0.0,1.27,0.41,-0.41,0.0,0.01,,,0.0,[Fe/H],,,,,4.15,0.03,-0.03,0.0
DMPP-1,<a refstr=STAAB_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020NatAs...4..399S/abstract target=ref>Staab et al. 2020</a>,F8 V,6196.0,29.0,-29.0,0.0,1.26,0.02,-0.02,0.0,1.21,0.03,-0.03,0.0,,,,,,,,,,4.41,0.21,-0.21,0.0
CoRoT-4,<a refstr=MOUTOU_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008A&A...488L..47M/abstract target=ref> Moutou et al. 2008 </a>,,6190.0,60.0,-60.0,0.0,1.17,0.01,-0.03,0.0,1.16,0.03,-0.02,0.0,,,,,,,,,,4.41,0.05,-0.05,0.0
Kepler-393,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,6189.0,100.0,-100.0,0.0,1.382,0.263,-0.263,0.0,,,,,,,,,,,,,,4.233,0.15,-0.15,0.0
HD 19994,<a refstr=WITTENMYER_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJS..182...97W/abstract target=ref> Wittenmyer et al. 2009 </a>,F8 V,6188.0,44.0,-44.0,0.0,,,,,1.365,0.042,-0.042,0.0,0.27,0.03,-0.03,0.0,[Fe/H],,,,,,,,
Kepler-350,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,6186.0,100.0,-100.0,0.0,1.534,0.306,-0.306,0.0,,,,,,,,,,,,,,4.15,0.17,-0.17,0.0
Kepler-355,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,6184.0,250.0,-250.0,0.0,1.066,0.478,-0.478,0.0,,,,,,,,,,,,,,4.441,0.3,-0.3,0.0
WASP-38,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,6180.0,50.0,-50.0,0.0,1.52,0.07,-0.07,0.0,1.76,0.28,-0.28,0.0,-0.02,,,0.0,[Fe/H],,,,,4.25,0.01,-0.01,0.0
TOI-1744,<a refstr=CROSSFIELD_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv241116836C/abstract target=ref>Crossfield et al. 2024</a>,,6179.0,125.0,-125.0,0.0,1.14,0.05,-0.05,0.0,1.18,0.16,-0.16,0.0,,,,,,,,,,,,,
HD 149026,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,6179.0,15.0,-15.0,0.0,1.41,0.03,-0.03,0.0,1.42,0.33,-0.33,0.0,0.32,,,0.0,[Fe/H],,,,,4.37,0.04,-0.04,0.0
Kepler-348,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,6177.0,100.0,-100.0,0.0,1.359,0.251,-0.251,0.0,,,,,,,,,,,,,,4.244,0.15,-0.15,0.0
Pr0201,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,6174.0,50.0,-50.0,0.0,1.15,0.12,-0.12,0.0,1.24,0.39,-0.39,0.0,0.19,,,0.0,[Fe/H],,,,,4.41,0.1,-0.1,0.0
WASP-94 A,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,6170.0,80.0,-80.0,0.0,1.48,0.12,-0.12,0.0,1.67,0.64,-0.64,0.0,0.26,,,0.0,[Fe/H],,,,,4.27,0.07,-0.07,0.0
Kepler-361,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,6169.0,100.0,-100.0,0.0,1.343,0.255,-0.255,0.0,,,,,,,,,,,,,,4.254,0.15,-0.15,0.0
Kepler-214,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,6169.0,100.0,-100.0,0.0,1.352,0.252,-0.252,0.0,,,,,,,,,,,,,,4.249,0.15,-0.15,0.0
HD 179949,<a refstr=BUTLER_ET_AL__2006 href=https://ui.adsabs.harvard.edu/abs/2006ApJ...646..505B/abstract target=ref> Butler et al. 2006 </a>,,6168.0,,,0.0,,,,,1.21,,,0.0,0.137,,,0.0,[Fe/H],,,,,4.341,,,0.0
HR 810,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,6167.0,24.0,-24.0,0.0,1.13,0.02,-0.02,0.0,1.34,0.13,-0.13,0.0,0.16,,,0.0,[Fe/H],,,,,4.46,0.04,-0.04,0.0
NGC 2682 YBP 401,<a refstr=BRUCALASSI_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...592L...1B/abstract target=ref>Brucalassi et al. 2016</a>,F9 V,6165.0,64.0,-64.0,0.0,,,,,1.14,0.02,-0.02,0.0,,,,,,,,,,4.3,0.035,-0.035,0.0
Kepler-275,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,6165.0,100.0,-100.0,0.0,1.383,0.258,-0.258,0.0,,,,,,,,,,,,,,4.229,0.15,-0.15,0.0
Kepler-136,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,6165.0,100.0,-100.0,0.0,1.355,0.248,-0.248,0.0,,,,,,,,,,,,,,4.244,0.15,-0.15,0.0
HD 40979,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,6165.0,25.0,-25.0,0.0,1.21,0.02,-0.02,0.0,1.45,0.15,-0.15,0.0,0.2,,,0.0,[Fe/H],,,,,4.43,0.04,-0.04,0.0
Kepler-264,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,6158.0,100.0,-100.0,0.0,1.55,0.314,-0.314,0.0,,,,,,,,,,,,,,4.147,0.15,-0.15,0.0
